Idle Energy:
kernel_processes: 9944.36
system_processes: 41317.312000000005
policy: 204.56000000000006
sidecar: 1972.8480000000002
uva: 597.52
rabbitmq: 533.3720000000001
surf: 467.5199999999999
vu: 495.4559999999997
policy-enforcer: 183.41999999999993
api-gateway: 127.61999999999995
orchestrator: 120.69199999999992
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9760.795999999993
system_processes: 42598.111999999994
policy: 194.51599999999974
sidecar: 2058.8652170000005
uva: 628.4759999999995
rabbitmq: 541.332
surf: 343.21999999999997
vu: 502.89599999999973
policy-enforcer: 176.36800000000002
api-gateway: 155.03199999999993
orchestrator: 150.7120000000001
sql-query: 74.62743299999998
sql-algorithm: 54.76475579999999
