run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.020627,200,6.742435
1,200,0.020349,200,6.58087
2,200,0.019352,200,6.297941
3,200,0.020078,200,6.369449
4,200,0.019242,200,6.279581
5,200,0.01814,200,6.727174
6,200,0.019392,200,6.477099
