Idle Energy:
policy: 225.41199999999176
system_processes: 41079.97200000003
policy-enforcer: 225.57200000000145
orchestrator: 158.37599999999935
sidecar: 2399.987999999988
rabbitmq: 518.4960000000034
surf: 564.320000000003
uva: 653.347999999995
vu: 593.9639999999998
api-gateway: 114.9799999999996
sql-algorithm: 0
sql-query: 0

Active Energy:
policy: 226.86799999999954
system_processes: 41762.15200000032
policy-enforcer: 226.89199999999954
orchestrator: 137.53200000000024
sidecar: 2368.4319999999766
rabbitmq: 542.3960000000002
surf: 547.0039999999935
uva: 646.7759999999946
vu: 584.4839999999913
api-gateway: 121.04399999999886
sql-algorithm: 0
sql-query: 0
