run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.020437,200,6.327229
1,200,0.019111,200,0.010417
2,200,0.019984,200,0.010014
3,200,0.026472,200,0.012231
4,200,0.0218,200,0.010182
5,200,0.021458,200,0.012422
6,200,0.024618,200,0.009273
