Idle Energy:
kernel_processes: 10014.964
system_processes: 40628.42000000001
policy: 215.55599999999984
sidecar: 2318.5198474000003
uva: 646.9839999999997
rabbitmq: 574.5999999999999
surf: 438.50800000000004
vu: 508.59999999999985
policy-enforcer: 196.86
api-gateway: 191.41999999999996
orchestrator: 181.4519999999999
sql-algorithm: 144.90977409999996
sql-query: 255.2026477

Active Energy:
kernel_processes: 10339.079999999998
system_processes: 39305.78000000003
policy: 221.68000000000004
sidecar: 2840.9600000000005
uva: 670.6360000000002
rabbitmq: 522.444
surf: 601.7600000000003
vu: 504.7799999999996
policy-enforcer: 212.96800000000007
api-gateway: 185.18800000000013
orchestrator: 172.76400000000012
sql-algorithm: 285.492
sql-query: 503.86
