Idle Energy:
kernel_processes: 10430.687999999887
system_processes: 38787.07200000249
policy: 228.61600000001457
sidecar: 2510.0840000000007
uva: 587.2159999999791
rabbitmq: 536.1680000000041
surf: 590.5839999999974
vu: 649.62
api-gateway: 138.1439999999961
orchestrator: 138.23600000000582
policy-enforcer: 204.88000000000054
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 10379.748000000214
system_processes: 39801.91199999906
policy: 227.636000000018
sidecar: 2413.7719999999695
uva: 588.9560000000242
rabbitmq: 520.1919999999924
surf: 588.444000000003
vu: 618.7479999999996
api-gateway: 128.3880000000035
orchestrator: 133.68799999999726
policy-enforcer: 180.20399999999353
sql-algorithm: 0
sql-query: 0
