run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.035685,200,5.433481
1,200,0.023572,200,5.115707
2,200,0.022379,200,5.233273
3,200,0.022955,200,5.384037
4,200,0.02233,200,5.150376
5,200,0.022121,200,5.216206
6,200,0.02537,200,5.154494
