run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.023839,200,0.012617
1,200,0.024997,200,0.009736
2,200,0.023352,200,0.008241
3,200,0.022075,200,0.010321
4,200,0.022855,200,0.00976
5,200,0.022492,200,0.007673
6,200,0.022244,200,0.009457
