Idle Energy:
kernel_processes: 10465.723999999638
system_processes: 38406.08400000051
policy: 246.1679999999893
sidecar: 2418.247999999976
rabbitmq: 497.29199999998485
orchestrator: 116.72800000000177
policy-enforcer: 219.33999999999315
surf: 601.5440000000347
vu: 592.9640000000066
api-gateway: 97.79600000000504
uva: 702.084000000021
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9817.77200000021
system_processes: 41533.32000000033
policy: 199.05200000000573
sidecar: 2122.006131900019
rabbitmq: 529.707999999992
orchestrator: 168.23199999999582
policy-enforcer: 179.1520000000047
surf: 478.4519999999894
vu: 416.72800000001354
api-gateway: 130.32400000000737
uva: 623.0199999999744
sql-algorithm: 44.054600799999996
sql-query: 49.595127399999996
