run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.023121,200,10.362496
1,200,0.028558,200,8.02632
2,200,0.031571,200,13.118705
3,200,0.025518,200,7.907153
4,200,0.021284,200,7.795537
5,200,0.022634,200,7.870962
6,200,0.030602,408,30.004634
