Idle Energy:
kernel_processes: 10364.81200000013
system_processes: 38264.08799999924
policy: 228.9640000000135
sidecar: 2464.2119999999295
rabbitmq: 543.9120000000021
orchestrator: 196.03600000000247
policy-enforcer: 192.49199999999502
surf: 608.575999999959
vu: 591.1999999999503
api-gateway: 156.71999999999144
uva: 599.6240000000028
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 9729.587999999989
system_processes: 41509.14000000096
policy: 187.1199999999975
sidecar: 2023.2666882000722
rabbitmq: 530.0559999999992
orchestrator: 151.0519999999972
policy-enforcer: 166.53999999999488
surf: 423.88800000004477
vu: 449.28800000002923
api-gateway: 131.92399999999557
uva: 600.6520000000397
sql-algorithm: 63.458047199999996
sql-query: 69.15623579999999
