Idle Energy:
kernel_processes: 10685.832
system_processes: 38871.19599999998
sidecar: 2469.040000000001
vu: 720.5639999999997
uva: 591.036
policy: 242.1559999999999
rabbitmq: 518.6800000000004
api-gateway: 195.26000000000005
orchestrator: 210.40800000000004
policy-enforcer: 178.38399999999984
surf: 644.9040000000003
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 9914.699999999999
system_processes: 42177.70400000001
sidecar: 2172.5482945
vu: 615.4599999999999
uva: 599.7319999999997
policy: 199.63599999999994
rabbitmq: 492.23600000000044
api-gateway: 154.94000000000008
orchestrator: 152.0680000000001
policy-enforcer: 172.8479999999999
surf: 293.9920000000003
sql-query: 159.6657081
sql-algorithm: 119.10039909999999
