Idle Energy:
kernel_processes: 10506.012000000084
system_processes: 38422.575999999885
policy: 231.5439999999902
sidecar: 2412.752000000023
rabbitmq: 478.33199999999124
orchestrator: 177.8279999999989
policy-enforcer: 200.29999999999396
surf: 618.7319999999336
vu: 639.3839999999573
api-gateway: 163.75199999999796
uva: 641.2999999999604
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 9866.02800000034
system_processes: 41264.279999999795
policy: 195.09999999999425
sidecar: 2206.661278899999
rabbitmq: 502.8359999999793
orchestrator: 161.11600000000047
policy-enforcer: 180.3760000000059
surf: 443.5879999999764
vu: 510.3479999999764
api-gateway: 131.44399999999223
uva: 603.9760000000084
sql-algorithm: 111.76907639999999
sql-query: 135.5623842
