Idle Energy:
kernel_processes: 10452.5879999996
system_processes: 38024.392000000065
policy: 235.84799999996895
sidecar: 2313.91599999999
uva: 576.2319999999941
rabbitmq: 608.7599999999968
surf: 638.01599999999
vu: 588.8399999999922
api-gateway: 78.75199999999872
orchestrator: 118.72799999999945
policy-enforcer: 147.01199999999983
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 10352.35599999929
system_processes: 38747.49200000076
policy: 227.38800000000805
sidecar: 2338.423999999936
uva: 569.6680000000058
rabbitmq: 577.971999999997
surf: 609.8360000000133
vu: 580.607999999995
api-gateway: 132.54000000000053
orchestrator: 174.96399999999457
policy-enforcer: 194.92800000000022
sql-query: 0
sql-algorithm: 0
