time,api-gateway_cpu,orchestrator_cpu,policy_cpu,policy-enforcer_cpu,rabbitmq_cpu,sidecar_cpu,surf_cpu,uva_cpu,vu_cpu,api-gateway_memory,orchestrator_memory,policy_memory,policy-enforcer_memory,rabbitmq_memory,sidecar_memory,surf_memory,uva_memory,vu_memory,api-gateway_memory_rss,orchestrator_memory_rss,policy_memory_rss,policy-enforcer_memory_rss,rabbitmq_memory_rss,sidecar_memory_rss,surf_memory_rss,uva_memory_rss,vu_memory_rss,api-gateway_memory_cache,orchestrator_memory_cache,policy_memory_cache,policy-enforcer_memory_cache,rabbitmq_memory_cache,sidecar_memory_cache,surf_memory_cache,uva_memory_cache,vu_memory_cache,api-gateway_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,sidecar_energy,surf_energy,system_processes_energy,uva_energy,vu_energy
1736261180.638,0.00007638821983796763,0.00013428243468367623,0.00016915332408414752,0.00013769536657186806,0.004419491430491586,0.0004192445034447847,0.0008979274611399065,0.0008598376973694076,0.0009062139692219818,44.843442084519374,139509.65015643413,0,51.54405657765586,1638.6884091600123,67.65998215996565,0,0,0,208925.59667177577,0,0,0,1376.4982636944103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.95463182106081,0,20777.131708457026,73.31444381479264,0
1736261185.638,0.00007638821983796763,0.00013428243468367623,0.00016915332408414752,0.00013769536657186806,0.004419491430491586,0.0004192445034447847,0.0010172964068773838,0.0008598376973694076,0.0009062139692219818,44.843442084519374,139509.65015643413,0,51.54405657765586,1638.6884091600123,67.65998215996565,0,0,0,208925.59667177577,0,0,0,1376.4982636944103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.95463182106081,0,20777.137708657032,73.31444381479264,0
1736261190.638,0.00007638821983796763,0.00013428243468367623,0.00016915332408414752,0.00013769536657186806,0.004419491430491586,0.0007677260845626251,0.0010172964068773838,0.0008865268043629605,0.0009062139692219818,44.843442084519374,139509.65015643413,0,51.54405657765586,1638.6884091600123,67.65998215996565,0,0,0,208925.59667177577,0,0,0,1376.4982636944103,0,0,684979.716871664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.95463182106081,0,20777.140571352455,73.31444381479264,0
1736261195.638,0.00007638821983796763,0.00013428243468367623,0.0003169270003187761,0.00013769536657186806,0.004419491430491586,0.0005973180013593353,0.0010172964068773838,0.0008865268043629605,0.0009062139692219818,44.843442084519374,139509.65015643413,0,51.54405657765586,1638.6884091600123,67.65998215996565,0,0,0,208925.59667177577,0,0,0,1376.4982636944103,0,0,684979.716871664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.95463182106081,0,20777.140571352455,73.31444381479264,0
1736261200.638,0.00007638821983796763,0.0001552090143095809,0.0003169270003187761,0.00013769536657186806,0.004419491430491586,0.00041095036864037386,0.0010172964068773838,0.0009378746018955503,0.0009062139692219818,44.843442084519374,0,0,51.54405657765586,1638.6884091600123,67.65998215996565,0,0,0,208925.59667177577,0,0,0,1376.4982636944103,0,0,707538.7744138752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.95463182106081,0,20777.140571352455,73.31444381479264,0
1736261205.638,0.00007638821983796763,0.0001552090143095809,0.0003169270003187761,0.00013769536657186806,0.004419491430491586,0.0005776248248845846,0.0010172964068773838,0.0009378746018955503,0.0009062139692219818,44.843442084519374,0,0,51.54405657765586,1638.6884091600123,67.65998215996565,0,0,0,208925.59667177577,0,0,0,1376.4982636944103,0,0,707538.7744138752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.86575257227854,0,20780.881797373546,73.24162759172296,0
1736261210.638,0.00008453234636440762,0.0001344486175689509,0.0003169270003187761,0.00013769536657186806,0.004419491430491586,0.00041095036864037386,0.0010172964068773838,0.0009378746018955503,0.0009062139692219818,222209.0038883932,35.203217794126495,0,51.54405657765586,1638.6884091600123,67.65998215996565,0,0,0,209846.51311368868,0,0,0,1376.4982636944103,0,0,707538.7744138752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.86575257227854,0,20780.881797373546,73.24162759172296,0
1736261215.638,0.00008453234636440762,0.00014142932653441736,0.00032431400974621417,0.00013769536657186806,0.004419491430491586,0.00041095036864037386,0.0010172964068773838,0.0009689259776317111,0.00102030964888028,222209.0038883932,213511.10005596664,261200.21658253716,51.54405657765586,1638.6884091600123,67.65998215996565,0,0,0,209846.51311368868,0,81128.74434527448,0,1376.4982636944103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.86575257227854,0,20780.881797373546,73.24162759172296,0
1736261220.638,0.00008453234636440762,0.00014142932653441736,0.0001788343212212183,0.000182237184346248,0.004419491430491586,0.00023287687072582326,0.0010172964068773838,0.0009689259776317111,0.00102030964888028,222209.0038883932,213511.10005596664,35.54660719089813,0,1638.6884091600123,67.65998215996565,0,0,0,209846.51311368868,0,0,0,1376.4982636944103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.86575257227854,0,20780.881797373546,73.24162759172296,0
1736261225.638,0.00008453234636440762,0.00014142932653441736,0.0006055190236164034,0.000182237184346248,0.004419491430491586,0.00013332491491383134,0.0010172964068773838,0.0009689259776317111,0.00102030964888028,222209.0038883932,213511.10005596664,382267.48202543304,0,1638.6884091600123,0,0,0,0,209846.51311368868,0,118479.33884297521,0,1376.4982636944103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.86575257227854,0,20780.881797373546,73.24162759172296,0
1736261230.638,0.00008453234636440762,0.00014142932653441736,0.0006055190236164034,0.000182237184346248,0.004419491430491586,0.00013332491491383134,0.0010172964068773838,0.0009689259776317111,0.00102030964888028,222209.0038883932,213511.10005596664,382267.48202543304,0,1638.6884091600123,0,0,0,0,209846.51311368868,0,118479.33884297521,0,1376.4982636944103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.86575257227854,0,20780.881797373546,73.24162759172296,0
1736261235.638,0.00008453234636440762,0.00014142932653441736,0.0006055190236164034,0.000182237184346248,0.004419491430491586,0.00013332491491383134,0.0008906484797415935,0.0009689259776317111,0.00102030964888028,222209.0038883932,213511.10005596664,382267.48202543304,0,1638.6884091600123,0,0,0,0,209846.51311368868,0,118479.33884297521,0,1376.4982636944103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.79154629094704,0,20797.944353082694,74.07929241299463,0
1736261240.638,0.00008145259918730159,0.00014142932653441736,0.0006055190236164034,0.000182237184346248,0.004302989097270286,0.0002744883658111998,0.0008980854072397917,0.0009689259776317111,0.00102030964888028,861.8281761634864,213511.10005596664,382267.48202543304,0,2510822.5051869326,0,0,0,0,861.8281761634864,0,118479.33884297521,0,1221584.8012692728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.79154629094704,0,20797.944353082694,74.07929241299463,0
1736261245.638,0.00008145259918730159,0.00014142932653441736,0.0006055190236164034,0.000182237184346248,0.004302989097270286,0.0004629488958903309,0.0008980854072397917,0.0009689259776317111,0.00102030964888028,861.8281761634864,213511.10005596664,382267.48202543304,0,2510822.5051869326,97.62608446944418,0,0,0,861.8281761634864,0,118479.33884297521,0,1221584.8012692728,48.81304223472209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.79154629094704,0,20797.944353082694,74.07929241299463,0
1736261250.638,0.00008145259918730159,0.0001414293265344174,0.0006055190236164034,0.000182237184346248,0.004302989097270286,0.0004629488958903309,0.0008980854072397917,0.0009689259776317111,0.00102030964888028,861.8281761634864,213511.10005596664,382267.48202543304,0,2510822.5051869326,97.62608446944418,0,0,0,861.8281761634864,0,118479.33884297521,0,1221584.8012692728,48.81304223472209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.79154629094704,0,20797.944353082694,74.07929241299463,0
1736261255.638,0.00008145259918730159,0.0001414293265344174,0.0006055190236164034,0.000182237184346248,0.004302989097270286,0.0004629488958903309,0.0009190450207806464,0.0009689259776317111,0.00102030964888028,861.8281761634864,213511.10005596664,382267.48202543304,0,2510822.5051869326,97.62608446944418,0,0,0,861.8281761634864,0,118479.33884297521,0,1221584.8012692728,48.81304223472209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.79154629094704,0,20797.944353082694,74.07929241299463,0
1736261260.638,0.00008145259918730157,0.0001414293265344174,0.0006055190236164034,0.000182237184346248,0.0042139733435054,0.0004098773910252081,0.0009190450207806464,0.0009689259776317111,0.00102030964888028,861.8281761634863,213511.10005596664,382267.48202543304,0,4411.515246707204,159.23396594646906,0,0,0,861.8281761634863,0,118479.33884297521,0,4411.515246707204,48.81304223472209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.79154629094704,0,20797.944353082694,74.07929241299463,0
