time,api-gateway_cpu,orchestrator_cpu,policy_cpu,policy-enforcer_cpu,rabbitmq_cpu,sidecar_cpu,surf_cpu,uva_cpu,vu_cpu,api-gateway_memory,orchestrator_memory,policy_memory,policy-enforcer_memory,rabbitmq_memory,sidecar_memory,surf_memory,uva_memory,vu_memory,api-gateway_memory_rss,orchestrator_memory_rss,policy_memory_rss,policy-enforcer_memory_rss,rabbitmq_memory_rss,sidecar_memory_rss,surf_memory_rss,uva_memory_rss,vu_memory_rss,api-gateway_memory_cache,orchestrator_memory_cache,policy_memory_cache,policy-enforcer_memory_cache,rabbitmq_memory_cache,sidecar_memory_cache,surf_memory_cache,uva_memory_cache,vu_memory_cache,api-gateway_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,sidecar_energy,surf_energy,system_processes_energy,uva_energy,vu_energy
1736261265.638,0.00008145259918730157,0.0001414293265344174,0.00028657577464789174,0.000182237184346248,0.0042139733435054,0.0004098773910252081,0.0009190450207806464,0.0009689259776317111,0.0008980723050534311,861.8281761634863,213511.10005596664,0,0,4411.515246707204,159.23396594646906,0,0,0,861.8281761634863,0,0,0,4411.515246707204,48.81304223472209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.09470315677211,0,20817.11790392994,75.4585152838434,0
1736261270.638,0.00008145259918730157,0.00009732954926367091,0.00028657577464789174,0.000182237184346248,0.0042139733435054,0.0004098773910252081,0.0009190450207806464,0.0009689259776317111,0.0008980723050534311,861.8281761634863,0,0,0,4411.515246707204,159.23396594646906,0,0,0,861.8281761634863,0,0,0,4411.515246707204,48.81304223472209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.09470315677211,0,20817.11790392994,75.4585152838434,0
1736261275.638,0.00008145259918730157,0.00009732954926367091,0.00028657577464789174,0.00010078046380571208,0.0042139733435054,0.0004098773910252081,0.0009190450207806464,0.0008919472064203531,0.0008980723050534311,861.8281761634863,0,0,0,4411.515246707204,159.23396594646908,0,0,0,861.8281761634863,0,0,0,4411.515246707204,48.81304223472209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.09470315677211,0,20817.11790392994,75.4585152838434,0
1736261280.638,0.00008145259918730157,0.00009732954926367091,0.00028657577464789174,0.00010078046380571208,0.0042139733435054,0.0004098773910252081,0.0009190450207806464,0.0008919472064203531,0.0008980723050534311,861.8281761634863,0,0,0,4411.515246707204,159.23396594646906,0,0,0,861.8281761634863,0,0,0,4411.515246707204,48.81304223472208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.09470315677211,0,20817.11790392994,75.4585152838434,0
1736261285.638,0.00005164722244368221,0.00009732954926367091,0.00028657577464789174,0.00010078046380571208,0.0042139733435054,0.00041537505292694587,0.0009190450207806463,0.0008919472064203531,0.0008980723050534311,178699.0530353362,0,0,0,4411.515246707204,260.1151994958288,0,0,0,168757.21739438552,0,0,0,4411.515246707204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.09470315677211,0,20817.11790392994,75.4585152838434,0
1736261290.638,0.00008447069306500687,0.00009732954926367091,0.00028657577464789174,0.00010078046380571208,0.004399355048255353,0.00041537505292694587,0.000859745085686604,0.0008919472064203531,0.0008980723050534311,44.50916045465412,0,0,0,2863370.452858203,260.1151994958288,0,0,0,206700.54115141375,0,0,0,1392890.8685968819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.09470315677211,0,20817.11790392994,75.4585152838434,0
1736261295.638,0.00008447069306500687,0.00009732954926367091,0.00018129139072847663,0.00010078046380571208,0.004399355048255353,0.00041537505292694587,0.000859745085686604,0.0008919472064203531,0.0008980723050534311,44.50916045465412,0,51.76684697436935,0,2863370.452858203,260.1151994958288,0,0,0,206700.54115141375,0,0,0,1392890.8685968819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.23165474021107,0,20842.22232099224,76.56740299568946,0
1736261300.638,0.00008447069306500687,0.00014858324545666363,0.00018129139072847663,0.00010078046380571208,0.004399355048255353,0.00041537505292694587,0.000923977396848051,0.0008919472064203532,0.0008980723050534311,44.50916045465412,0,51.76684697436935,0,2863370.452858203,260.1151994958288,0,0,0,206700.54115141375,0,0,0,1392890.8685968819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.23165474021107,0,20842.22232099224,76.56740299568946,0
1736261305.638,0.00008447069306500686,0.00014858324545666363,0.00018129139072847663,0.0001308879219609573,0.004399355048255353,0.0006061467910997972,0.000923977396848051,0.0008919472064203532,0.0009538587753392515,44.509160454654115,0,51.76684697436935,126623.59617617379,2863370.452858203,260.1151994958288,0,0,0,206700.54115141372,0,0,0,1392890.8685968819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.23165474021107,0,20842.22232099224,76.56740299568946,0
1736261310.638,0.00008447069306500686,0.00014858324545666363,0.00018129139072847663,0.0001308879219609573,0.004399355048255353,0.0003860572530672704,0.000923977396848051,0.0008919472064203532,0.0009538587753392515,44.509160454654115,0,51.76684697436935,126623.59617617379,2863370.452858203,198.50731801880391,0,0,0,206700.54115141372,0,0,0,1392890.8685968819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.23165474021107,0,20842.22232099224,76.56740299568946,0
1736261315.638,0.00008447069306500686,0.0001485832454566636,0.00018129139072847663,0.0001308879219609573,0.004399355048255353,0.0003860572530672704,0.000923977396848051,0.0008919472064203532,0.0009538587753392515,44.509160454654115,0,51.76684697436935,126623.59617617379,2863370.452858203,198.50731801880391,0,0,0,206700.54115141372,0,0,0,1392890.8685968819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.23165474021107,0,20842.22232099224,76.56740299568946,0
1736261320.638,0.00009146970263515262,0.0001485832454566636,0.00018129139072847663,0.0001308879219609573,0.004399355048255353,0.0003860572530672704,0.000923977396848051,0.0008919472064203532,0.0009538587753392515,0,0,51.76684697436935,126623.59617617379,2863370.452858203,198.50731801880391,0,0,0,0,0,0,0,1392890.8685968819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.23165474021107,0,20842.22232099224,76.56740299568946,0
1736261325.638,0.00009146970263515262,0.0001485832454566636,0.00018129139072847663,0.0001308879219609573,0.004188117359413186,0.0003751657919905234,0.000923977396848051,0.0008919472064203532,0.0009538587753392515,0,0,51.76684697436935,126623.59617617379,2731.2736163591912,198.50731801880391,0,0,0,0,0,0,0,2767.6905979106473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.36674555818504,0,20835.426514217113,76.5785526184214,0
1736261330.638,0.00009146970263515262,0.0001485832454566636,0.00018129139072847663,0.0001308879219609573,0.004148102438085067,0.0003751657919905234,0.000910020621706272,0.000895877814002683,0.0009538587753392515,0,0,51.76684697436935,126623.59617617379,2028.0760308451238,198.50731801880391,0,0,0,0,0,0,0,826.253197751717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.36674555818504,0,20835.426514217113,76.5785526184214,0
1736261335.638,0.00007567395565511646,0.0001485832454566636,0.00018129139072847663,0.0001193931529193374,0.004148102438085067,0.0005217514301475823,0.000910020621706272,0.0008532664389411173,0.0009538587753392515,52.134511111676815,0,51.76684697436935,0,2028.0760308451238,198.50731801880391,0,0,0,0,0,0,0,826.253197751717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.36674555818504,0,20835.426514217113,76.5785526184214,0
1736261340.638,0.00007567395565511646,0.0001485832454566636,0.00027260064659790815,0.0001193931529193374,0.004148102438085067,0.0005217514301475823,0.000910020621706272,0.0008532664389411173,0.0009738850787998585,52.134511111676815,0,278050.6656977015,0,2028.0760308451238,198.50731801880391,0,0,0,0,0,85941.54531309688,0,826.253197751717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.36674555818504,0,20835.426514217113,76.5785526184214,0
1736261345.638,0.00007567395565511645,0.0001411227938415316,0.00027260064659790815,0.00011610120056976297,0.004258143204323714,0.00047999508814435844,0.000910020621706272,0.0008532664389411173,0.0009738850787998585,52.13451111167681,51.27049693328327,278050.6656977015,0,2242667.3437556676,131353.11977781443,0,0,0,0,0,85941.54531309688,0,1093160.5789110956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.36674555818504,0,20835.426514217113,76.5785526184214,0
1736261350.638,0.00007567395565511645,0.0001411227938415316,0.00034379959743654516,0.00011610120056976297,0.004258143204323714,0.00047999508814435844,0.000910020621706272,0.0008532664389411173,0.0009738850787998585,52.13451111167681,51.27049693328327,47.38218078337922,0,2242667.3437556676,131353.11977781443,0,0,0,0,0,0,0,1093160.5789110956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.36674555818504,0,20835.426514217113,76.5785526184214,0
1736261355.638,0.00007567395565511645,0.0001411227938415316,0.00034379959743654516,0.00011610120056976297,0.004037199531547405,0.00047999508814435844,0.000910020621706272,0.0008532664389411173,0.0009738850787998585,52.13451111167681,51.27049693328327,47.38218078337922,0,3613846.0547504025,131353.11977781443,0,0,0,0,0,0,0,1758143.990630947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.3667455581853,0,20832.682422747228,76.66255541851501,0
1736261360.638,0.00007567395565511645,0.0001411227938415316,0.00034379959743654516,0.00011610120056976297,0.004037199531547405,0.000298787488134704,0.0008738145175573439,0.0008532664389411173,0.0009738850787998585,52.13451111167681,51.27049693328327,47.38218078337922,0,3613846.0547504025,131353.11977781443,0,0,0,0,0,0,0,1758143.990630947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.3667455581853,0,20832.682422747228,76.66255541851501,0
1736261365.638,0.00007567395565511645,0.0001411227938415316,0.00034379959743654516,0.00011610120056976297,0.004037199531547405,0.0001522018499776452,0.0008738145175573439,0.0008532664389411173,0.0009738850787998585,52.13451111167681,51.27049693328327,47.38218078337922,0,3613846.0547504025,131353.11977781443,0,0,0,0,0,0,0,1758143.990630947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.3667455581853,0,20832.682422747228,76.66255541851501,0
