run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.024692,200,6.02407
1,200,0.026234,200,4.994135
2,200,0.026263,200,5.125314
3,200,0.026065,200,4.99647
4,200,0.0232,200,5.010746
5,200,0.021488,200,4.96405
6,200,0.021454,200,5.043185
