Idle Energy:
kernel_processes: 10426.735999999994
system_processes: 38070.59600000104
policy: 220.64399999999534
rabbitmq: 500.09600000000086
policy-enforcer: 220.68400000000017
orchestrator: 131.25599999999986
sidecar: 2258.159999999996
vu: 616.5399999999984
uva: 613.4040000000009
api-gateway: 61.19999999999981
surf: 593.2160000000013
sql-query: 0

Active Energy:
kernel_processes: 9414.956000000393
system_processes: 45703.299564998524
policy: 174.59199999999748
rabbitmq: 486.9759999999996
policy-enforcer: 169.84400000000005
orchestrator: 127.44000000000032
sidecar: 1892.2619530000013
vu: 326.1800000000009
uva: 576.8839999999983
api-gateway: 102.72400000000003
surf: 351.84399999999886
sql-query: 32.883809400000004
sql-algorithm: 95.72256719999999
