Idle Energy:
kernel_processes: 10482.520000000057
system_processes: 39629.48799999909
policy: 218.2439999999848
vu: 677.4440000000044
sidecar: 2499.9720000000016
uva: 566.9400000000019
policy-enforcer: 195.02800000000235
rabbitmq: 534.9479999999985
orchestrator: 109.87999999999886
surf: 628.1880000000008
api-gateway: 73.90800000000053
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 9827.171999999846
system_processes: 42315.336000000345
policy: 191.1520000000048
vu: 622.6439999999933
sidecar: 2040.0189160000068
uva: 535.1000000000017
policy-enforcer: 191.17599999999993
rabbitmq: 504.627999999999
orchestrator: 123.71599999999982
surf: 322.71200000000243
api-gateway: 116.39199999999938
sql-algorithm: 0
sql-query: 0
