Idle Energy:
kernel_processes: 10437.784000000373
system_processes: 38428.97200000127
policy: 223.5040000000056
rabbitmq: 521.1080000000012
policy-enforcer: 223.53999999999832
orchestrator: 182.3199999999997
sidecar: 2481.028000000001
vu: 623.4159999999986
uva: 593.5159999999922
api-gateway: 108.50400000000067
surf: 597.280000000003
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9430.892000000109
system_processes: 44093.45200000153
policy: 172.41600000000153
rabbitmq: 506.76000000000306
policy-enforcer: 165.44800000000018
orchestrator: 131.9320000000008
sidecar: 1909.819599999995
vu: 311.69600000000247
uva: 535.6040000000023
api-gateway: 96.3159999999991
surf: 421.16400000000164
sql-algorithm: 35.75795790000001
sql-query: 34.94636315
