Idle Energy:
kernel_processes: 10514.443999999396
system_processes: 38466.45600000136
policy: 237.87599999999097
sidecar: 2314.144000000003
uva: 643.6560000000025
rabbitmq: 544.2239999999978
surf: 625.0480000000127
vu: 613.0559999999892
api-gateway: 79.26000000000035
orchestrator: 122.91999999999976
policy-enforcer: 155.15199999999922
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 10475.488000000012
system_processes: 38747.40400000004
policy: 230.04800000002018
sidecar: 2358.1960000000176
uva: 633.0839999999904
rabbitmq: 528.896000000007
surf: 619.0239999999944
vu: 602.6
api-gateway: 142.24799999999922
orchestrator: 174.22799999999728
policy-enforcer: 209.61200000000062
sql-algorithm: 0
sql-query: 0
