Idle Energy:
kernel_processes: 10469.004000000044
system_processes: 38799.304000000135
policy: 225.26000000000738
policy-enforcer: 198.07600000000076
rabbitmq: 526.532000000003
sidecar: 2448.167999999996
surf: 645.0159999999987
vu: 625.2720000000031
uva: 590.8879999999994
api-gateway: 114.09999999999995
orchestrator: 114.09599999999996
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 9875.696000000005
system_processes: 42072.70800000027
policy: 188.15199999999837
policy-enforcer: 183.76400000000007
rabbitmq: 513.7000000000003
sidecar: 2113.4014740000066
surf: 322.2600000000008
vu: 641.223999999998
uva: 559.3400000000015
api-gateway: 124.77999999999957
orchestrator: 135.9400000000001
sql-query: 59.675869
sql-algorithm: 49.557176999999996
