Idle Energy:
kernel_processes: 10589.624000000069
system_processes: 38329.02000000051
policy: 244.07999999998947
sidecar: 2421.1519999999987
uva: 644.0119999999979
rabbitmq: 540.8120000000096
surf: 641.3759999999986
vu: 630.8120000000018
api-gateway: 104.14400000000096
orchestrator: 159.5679999999993
policy-enforcer: 159.5679999999993
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 10524.755999999741
system_processes: 38875.32800000013
policy: 229.78400000000244
sidecar: 2403.500000000015
uva: 624.059999999993
rabbitmq: 508.59999999999064
surf: 639.3639999999983
vu: 638.839999999996
api-gateway: 94.55999999999902
orchestrator: 138.0159999999996
policy-enforcer: 165.491999999999
sql-algorithm: 0
sql-query: 0
