Idle Energy:
kernel_processes: 10475.367999999939
system_processes: 39437.67199999967
policy: 224.9320000000006
sidecar: 2356.392000000007
uva: 626.6320000000127
rabbitmq: 518.4119999999941
surf: 582.9959999999932
vu: 650.8280000000098
api-gateway: 136.33600000000052
orchestrator: 191.06799999999828
policy-enforcer: 201.54400000000155
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 10384.612000000314
system_processes: 38978.64000000016
policy: 230.95200000002265
sidecar: 2315.5839999999785
uva: 599.6279999999884
rabbitmq: 534.4919999999966
surf: 573.3159999999965
vu: 636.0919999999917
api-gateway: 96.35200000000106
orchestrator: 117.59599999999799
policy-enforcer: 161.492000000002
sql-algorithm: 0
sql-query: 0
