Idle Energy:
kernel_processes: 10403.139999999741
system_processes: 38187.82000000158
policy: 233.4880000000217
sidecar: 2406.9999999999422
uva: 603.483999999975
rabbitmq: 515.4319999999783
surf: 597.2520000000096
vu: 595.6719999999708
api-gateway: 104.64800000000177
orchestrator: 150.21199999999618
policy-enforcer: 150.23599999999618
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 10365.479999999516
system_processes: 38785.675999999316
policy: 233.05599999998756
sidecar: 2410.6519999999778
uva: 595.132000000008
rabbitmq: 515.619999999985
surf: 573.8319999999965
vu: 603.9919999999786
api-gateway: 87.10000000000387
orchestrator: 110.42400000000666
policy-enforcer: 163.84800000000186
sql-query: 0
sql-algorithm: 0
