Idle Energy:
kernel_processes: 10439.51199999991
system_processes: 39212.38400000099
policy: 216.10399999999964
sidecar: 2315.3800000000274
uva: 570.8559999999941
rabbitmq: 516.7400000000222
surf: 577.0800000000202
vu: 653.8440000000285
api-gateway: 128.28000000000597
orchestrator: 152.85200000000364
policy-enforcer: 215.93599999999967
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 10393.943999999978
system_processes: 38945.58800000348
policy: 219.7640000000149
sidecar: 2335.167999999995
uva: 587.800000000003
rabbitmq: 536.0799999999969
surf: 577.3000000000034
vu: 617.9200000000046
api-gateway: 120.83599999999372
orchestrator: 145.03200000000263
policy-enforcer: 172.58000000000123
sql-algorithm: 0
sql-query: 0
