run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.025145,200,5.17147
1,200,0.02216,200,5.108416
2,200,0.023002,200,5.106315
3,200,0.022774,200,5.196953
4,200,0.022196,200,5.044584
5,200,0.026081,200,5.130243
6,200,0.031682,200,5.080886
