Idle Energy:
kernel_processes: 10425.724000000084
system_processes: 38670.11200000122
policy: 217.81200000001488
rabbitmq: 508.4919999999965
policy-enforcer: 193.24000000000038
orchestrator: 109.7719999999995
sidecar: 2366.8200000000043
vu: 623.8919999999993
uva: 640.2400000000031
api-gateway: 109.7800000000007
surf: 587.5920000000016
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9454.119999999879
system_processes: 45150.72714500276
policy: 169.3920000000093
rabbitmq: 508.46800000000127
policy-enforcer: 169.4639999999996
orchestrator: 128.42400000000055
sidecar: 1976.0696917999999
vu: 299.1959999999984
uva: 609.1480000000022
api-gateway: 95.22000000000104
surf: 388.70800000000037
sql-algorithm: 112.11489220000001
sql-query: 35.67292299999999
