Idle Energy:
kernel_processes: 10498.676000000112
system_processes: 38902.54400000058
policy: 225.46799999999982
vu: 636.404000000002
sidecar: 2410.5639999999953
uva: 612.6240000000006
policy-enforcer: 225.46799999999982
rabbitmq: 523.268
orchestrator: 150.64400000000052
surf: 623.847999999997
api-gateway: 126.49600000000069
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 9896.663999999892
system_processes: 42807.56000000074
policy: 192.30800000001318
vu: 630.5959999999982
sidecar: 2156.6272274999997
uva: 563.4200000000008
policy-enforcer: 185.66400000000155
rabbitmq: 487.9759999999959
orchestrator: 139.63599999999923
surf: 347.6800000000013
api-gateway: 134.32800000000094
sql-query: 90.16100499999999
sql-algorithm: 77.61134150000001
