run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.019125,200,6.61936
1,200,0.018603,200,6.726622
2,200,0.021029,200,6.497907
3,200,0.02267,200,6.59188
4,200,0.024567,200,7.633371
5,200,0.020756,200,6.632902
6,200,0.020999,408,30.003883
