Idle Energy:
kernel_processes: 9975.791999999998
system_processes: 41145.55999999998
policy: 210.28799999999998
sidecar: 2192.3285624999994
uva: 632.2239999999998
rabbitmq: 583.8239999999998
surf: 446.9720000000001
vu: 510.16399999999993
policy-enforcer: 190.3399999999999
api-gateway: 160.43200000000007
orchestrator: 155.37199999999984
sql-query: 54.91106249999999
sql-algorithm: 40.8406375

Active Energy:
kernel_processes: 9856.063999999998
system_processes: 41972.46800000003
policy: 201.74400000000009
sidecar: 2061.8661994
uva: 652.9839999999999
rabbitmq: 569.764
surf: 420.71600000000007
vu: 461.38400000000007
policy-enforcer: 187.0159999999999
api-gateway: 175.9720000000001
orchestrator: 169.0799999999999
sql-query: 0
sql-algorithm: 0
