Idle Energy:
kernel_processes: 10468.808000000194
system_processes: 38798.22400000053
policy: 231.12400000000093
vu: 670.9720000000011
sidecar: 2466.8159999999975
uva: 590.4519999999989
policy-enforcer: 215.7199999999995
rabbitmq: 585.9560000000001
orchestrator: 191.03599999999958
surf: 583.5319999999992
api-gateway: 200.13599999999948
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9930.243999999986
system_processes: 42008.4519999995
policy: 193.68399999999752
vu: 635.2919999999993
sidecar: 2219.0522414999987
uva: 564.664
policy-enforcer: 187.38000000000036
rabbitmq: 553.7800000000003
orchestrator: 150.54400000000004
surf: 316.0359999999989
api-gateway: 163.70000000000016
sql-query: 127.08140650000001
sql-algorithm: 108.7238025
