Idle Energy:
kernel_processes: 10377.764000000083
system_processes: 39067.279999999744
policy: 229.3999999999941
sidecar: 2359.7760000000017
rabbitmq: 544.3959999999927
orchestrator: 167.56800000000482
policy-enforcer: 170.43600000000302
surf: 619.8519999999708
vu: 593.3239999999912
api-gateway: 131.35999999999237
uva: 588.1680000000099
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9687.319999999812
system_processes: 43087.971999999674
policy: 184.3679999999905
sidecar: 2055.1414239000533
rabbitmq: 503.1719999999938
orchestrator: 159.21199999999246
policy-enforcer: 171.36399999999455
surf: 467.8840000000192
vu: 363.179999999969
api-gateway: 122.78799999999845
uva: 598.48399999998
sql-query: 153.0216558
sql-algorithm: 129.497637
