time,debug_power,etcd_power,loki_power,nginx-ingress_power,policy_power
1719830320.938,0,2.8666666666666663,1.8666666666666667,1.5666666666666667,1.4666666666666666
1719830325.938,0,2.8666666666666663,1.8666666666666667,1.5666666666666667,1.4666666666666666
1719830330.938,0,2.8666666666666663,1.8666666666666667,1.5666666666666667,1.4666666666666666
1719830335.938,0,2.8666666666666663,1.8666666666666667,1.5666666666666667,1.4666666666666666
1719830340.938,0,2.8666666666666663,1.8666666666666667,1.5666666666666667,1.4666666666666666
1719830345.938,0,2.8666666666666663,1.8666666666666667,1.5666666666666667,1.4666666666666666
1719830350.938,0,2.6999100029999,1.9999333355554814,1.566614446185127,1.466617779407353
1719830355.938,0,2.6999100029999,1.9999333355554814,1.566614446185127,1.466617779407353
1719830360.938,0,2.6999100029999,1.9999333355554814,1.566614446185127,1.466617779407353
1719830365.938,0,2.6999100029999,1.9999333355554814,1.566614446185127,1.466617779407353
1719830370.938,0,2.6999100029999,1.9999333355554814,1.566614446185127,1.466617779407353
1719830375.938,0,2.6999100029999,1.9999333355554814,1.566614446185127,1.466617779407353
1719830380.938,0,3.166772225740858,1.7000566685556184,1.533384446148205,1.533384446148205
1719830385.938,0,3.166772225740858,1.7000566685556184,1.533384446148205,1.533384446148205
1719830390.938,0,3.166772225740858,1.7000566685556184,1.533384446148205,1.533384446148205
1719830395.938,0,3.166772225740858,1.7000566685556184,1.533384446148205,1.533384446148205
1719830400.938,0,3.166772225740858,1.7000566685556184,1.533384446148205,1.533384446148205
1719830405.938,0,3.166772225740858,1.7000566685556184,1.533384446148205,1.533384446148205
1719830410.938,0,2.8666666666666667,1.7,1.5333333333333332,1.4333333333333333
1719830415.938,0,2.8666666666666667,1.7,1.5333333333333332,1.4333333333333333
1719830420.938,0,2.8666666666666667,1.7,1.5333333333333332,1.4333333333333333
1719830425.938,0,2.8666666666666667,1.7,1.5333333333333332,1.4333333333333333
1719830430.938,0,2.8666666666666667,1.7,1.5333333333333332,1.4333333333333333
1719830435.938,0,2.8666666666666667,1.7,1.5333333333333332,1.4333333333333333
1719830440.938,0,2.8666666666666667,2.033333333333333,1.5333333333333334,1.4333333333333333
1719830445.938,0,2.8666666666666667,2.033333333333333,1.5333333333333334,1.4333333333333333
1719830450.938,0,2.8666666666666667,2.033333333333333,1.5333333333333334,1.4333333333333333
1719830455.938,0,2.8666666666666667,2.033333333333333,1.5333333333333334,1.4333333333333333
1719830460.938,0,2.8666666666666667,2.033333333333333,1.5333333333333334,1.4333333333333333
1719830465.938,0,2.8666666666666667,2.033333333333333,1.5333333333333334,1.4333333333333333
1719830470.938,0,2.7667588919630655,1.6000533351111703,1.4667155571852395,1.4333811127037568
1719830475.938,0,2.7667588919630655,1.6000533351111703,1.4667155571852395,1.4333811127037568
1719830480.938,0,2.7667588919630655,1.6000533351111703,1.4667155571852395,1.4333811127037568
1719830485.938,0,2.7667588919630655,1.6000533351111703,1.4667155571852395,1.4333811127037568
1719830490.938,0,2.7667588919630655,1.6000533351111703,1.4667155571852395,1.4333811127037568
1719830495.938,0,2.7667588919630655,1.6000533351111703,1.4667155571852395,1.4333811127037568
1719830500.938,0,2.966567781073964,1.6999433352221591,1.533282223925869,1.466617779407353
1719830505.938,0,2.966567781073964,1.6999433352221591,1.533282223925869,1.466617779407353
1719830510.938,0,2.966567781073964,1.6999433352221591,1.533282223925869,1.466617779407353
1719830515.938,0,2.966567781073964,1.6999433352221591,1.533282223925869,1.466617779407353
1719830520.938,0,2.966567781073964,1.6999433352221591,1.533282223925869,1.466617779407353
1719830525.938,0,2.966567781073964,1.6999433352221591,1.533282223925869,1.466617779407353
1719830530.938,0,3.2333333333333334,1.6666666666666667,1.5333333333333334,1.4333333333333333
1719830535.938,0,3.2333333333333334,1.6666666666666667,1.5333333333333334,1.4333333333333333
1719830540.938,0,3.2333333333333334,1.6666666666666667,1.5333333333333334,1.4333333333333333
1719830545.938,0,3.2333333333333334,1.6666666666666667,1.5333333333333334,1.4333333333333333
1719830550.938,0,3.2333333333333334,1.6666666666666667,1.5333333333333334,1.4333333333333333
1719830555.938,0,3.2333333333333334,1.6666666666666667,1.5333333333333334,1.4333333333333333
1719830560.938,0,2.9,1.8666666666666667,1.5666666666666667,1.4333333333333333
1719830565.938,0,2.9,1.8666666666666667,1.5666666666666667,1.4333333333333333
1719830570.938,0,2.9,1.8666666666666667,1.5666666666666667,1.4333333333333333
1719830575.938,0,2.9,1.8666666666666667,1.5666666666666667,1.4333333333333333
1719830580.938,0,2.9,1.8666666666666667,1.5666666666666667,1.4333333333333333
1719830585.938,0,2.9,1.8666666666666667,1.5666666666666667,1.4333333333333333
1719830590.938,0,2.9,1.6666666666666665,1.5,1.5
1719830595.938,0,2.9,1.6666666666666665,1.5,1.5
1719830600.938,0,2.9,1.6666666666666665,1.5,1.5
1719830605.938,0,2.9,1.6666666666666665,1.5,1.5
1719830610.938,0,2.9,1.6666666666666665,1.5,1.5
1719830615.938,0,2.9,1.6666666666666665,1.5,1.5
1719830620.938,0,3.166561114629512,1.633278890703643,1.566614446185127,1.433285557148095
1719830625.938,0,3.166561114629512,1.633278890703643,1.566614446185127,1.433285557148095
1719830630.938,0,3.166561114629512,1.633278890703643,1.566614446185127,1.433285557148095
1719830635.938,0,3.166561114629512,1.633278890703643,1.566614446185127,1.433285557148095
1719830640.938,0,3.166561114629512,1.633278890703643,1.566614446185127,1.433285557148095
1719830645.938,0,3.166561114629512,1.633278890703643,1.566614446185127,1.433285557148095
1719830650.938,0,2.966666666666667,1.8333333333333333,1.5,1.4666666666666666
1719830655.938,0,2.966666666666667,1.8333333333333333,1.5,1.4666666666666666
1719830660.938,0,2.966666666666667,1.8333333333333333,1.5,1.4666666666666666
1719830665.938,0,2.966666666666667,1.8333333333333333,1.5,1.4666666666666666
1719830670.938,0,2.966666666666667,1.8333333333333333,1.5,1.4666666666666666
1719830675.938,0,2.966666666666667,1.8333333333333333,1.5,1.4666666666666666
1719830680.938,0,3.2,1.8666666666666667,1.5333333333333332,1.4000000000000001
1719830685.938,0,3.2,1.8666666666666667,1.5333333333333332,1.4000000000000001
1719830690.938,0,3.2,1.8666666666666667,1.5333333333333332,1.4000000000000001
1719830695.938,0,3.2,1.8666666666666667,1.5333333333333332,1.4000000000000001
1719830700.938,0,3.2,1.8666666666666667,1.5333333333333332,1.4000000000000001
1719830705.938,0,3.2,1.8666666666666667,1.5333333333333332,1.4000000000000001
1719830710.938,0,3.3681261880148066,1.8341281221862809,1.5339980658285257,1.4673024977490248
1719830715.938,0,3.3681261880148066,1.8341281221862809,1.5339980658285257,1.4673024977490248
1719830720.938,0,3.3681261880148066,1.8341281221862809,1.5339980658285257,1.4673024977490248
1719830725.938,0,3.3681261880148066,1.8341281221862809,1.5339980658285257,1.4673024977490248
1719830730.938,0,3.3681261880148066,1.8341281221862809,1.5339980658285257,1.4673024977490248
1719830735.938,0,3.3681261880148066,1.8341281221862809,1.5339980658285257,1.4673024977490248
1719830740.938,0,3.498600559776089,1.6993202718912435,1.532720245235239,1.4994002399040383
1719830745.938,0,3.498600559776089,1.6993202718912435,1.532720245235239,1.4994002399040383
1719830750.938,0,3.498600559776089,1.6993202718912435,1.532720245235239,1.4994002399040383
1719830755.938,0,3.498600559776089,1.6993202718912435,1.532720245235239,1.4994002399040383
1719830760.938,0,3.498600559776089,1.6993202718912435,1.532720245235239,1.4994002399040383
1719830765.938,0,3.498600559776089,1.6993202718912435,1.532720245235239,1.4994002399040383
1719830770.938,0,3.0332322255924797,1.6999433352221591,1.566614446185127,1.433285557148095
1719830775.938,0,3.0332322255924797,1.6999433352221591,1.566614446185127,1.433285557148095
1719830780.938,0,3.0332322255924797,1.6999433352221591,1.566614446185127,1.433285557148095
1719830785.938,0,3.0332322255924797,1.6999433352221591,1.566614446185127,1.433285557148095
1719830790.938,0,3.0332322255924797,1.6999433352221591,1.566614446185127,1.433285557148095
1719830795.938,0,3.0332322255924797,1.6999433352221591,1.566614446185127,1.433285557148095
1719830800.938,0,4.033333333333333,2.1666666666666665,1.6333333333333333,1.4666666666666668
1719830805.938,0,4.033333333333333,2.1666666666666665,1.6333333333333333,1.4666666666666668
1719830810.938,0,4.033333333333333,2.1666666666666665,1.6333333333333333,1.4666666666666668
1719830815.938,0,4.033333333333333,2.1666666666666665,1.6333333333333333,1.4666666666666668
1719830820.938,0,4.033333333333333,2.1666666666666665,1.6333333333333333,1.4666666666666668
1719830825.938,0,4.033333333333333,2.1666666666666665,1.6333333333333333,1.4666666666666668
1719830830.938,0,3.133437781259375,1.7667255575185838,1.533384446148205,1.4667155571852395
1719830835.938,0,3.133437781259375,1.7667255575185838,1.533384446148205,1.4667155571852395
1719830840.938,0,3.133437781259375,1.7667255575185838,1.533384446148205,1.4667155571852395
1719830845.938,0,3.133437781259375,1.7667255575185838,1.533384446148205,1.4667155571852395
1719830850.938,0,3.133437781259375,1.7667255575185838,1.533384446148205,1.4667155571852395
1719830855.938,0,3.133437781259375,1.7667255575185838,1.533384446148205,1.4667155571852395
1719830860.938,0,3.2001066702223406,1.6000533351111703,1.4667155571852395,1.400046668222274
1719830865.938,0,3.2001066702223406,1.6000533351111703,1.4667155571852395,1.400046668222274
1719830870.938,0,3.2001066702223406,1.6000533351111703,1.4667155571852395,1.400046668222274
1719830875.938,0,3.2001066702223406,1.6000533351111703,1.4667155571852395,1.400046668222274
1719830880.938,0,3.2001066702223406,1.6000533351111703,1.4667155571852395,1.400046668222274
1719830885.938,0,3.2001066702223406,1.6000533351111703,1.4667155571852395,1.400046668222274
1719830890.938,0,3.066564447851738,1.6999433352221591,1.533282223925869,1.433285557148095
1719830895.938,0,3.066564447851738,1.6999433352221591,1.533282223925869,1.433285557148095
1719830900.938,0,3.066564447851738,1.6999433352221591,1.533282223925869,1.433285557148095
1719830905.938,0,3.066564447851738,1.6999433352221591,1.533282223925869,1.433285557148095
1719830910.938,0,3.066564447851738,1.6999433352221591,1.533282223925869,1.433285557148095
1719830915.938,0,3.066564447851738,1.6999433352221591,1.533282223925869,1.433285557148095
1719830920.938,0,3.1,1.9333333333333333,1.5,1.4000000000000001
1719830925.938,0,3.1,1.9333333333333333,1.5,1.4000000000000001
1719830930.938,0,3.1,1.9333333333333333,1.5,1.4000000000000001
