Idle Energy:
policy: 238.63200000000077
system_processes: 40137.656000000134
policy-enforcer: 238.55200000000076
orchestrator: 150.70399999999677
sidecar: 3027.748000000017
rabbitmq: 568.6160000000025
surf: 547.3479999999981
uva: 601.639999999993
vu: 663.6480000000081
api-gateway: 118.04399999999735
sql-algorithm: 285.41999999999985
sql-query: 546.188

Active Energy:
policy: 224.6480000000048
system_processes: 40784.29199999961
policy-enforcer: 224.63999999999993
orchestrator: 150.75999999999914
sidecar: 2917.3680000000018
rabbitmq: 522.9159999999871
surf: 522.6960000000063
uva: 611.1120000000042
vu: 659.7440000000045
api-gateway: 111.86400000000015
sql-algorithm: 331.90000000000026
sql-query: 521.7160000000002
