run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.018199,400,6.029551
1,200,0.0201,400,6.02571
2,200,0.019103,400,6.027921
3,200,0.018718,400,6.028791
4,200,0.019492,400,6.024925
5,200,0.018759,400,6.026211
6,200,0.020321,400,6.026429
