Idle Energy:
policy: 225.63999999999595
system_processes: 40288.58158872014
policy-enforcer: 225.68400000000082
orchestrator: 139.9359999999977
sidecar: 2393.2403754791712
rabbitmq: 540.9560000000112
surf: 617.612000000001
uva: 613.3764458815367
vu: 611.0960000000001
api-gateway: 134.6800000000041
sql-algorithm: 0
sql-query: 0

Active Energy:
policy: 226.09600000000634
system_processes: 40763.68800000004
policy-enforcer: 226.1240000000015
orchestrator: 159.79599999999982
sidecar: 2393.156000000024
rabbitmq: 546.9120000000128
surf: 607.9039999999875
uva: 610.9559999999932
vu: 602.1840000000037
api-gateway: 118.11599999999817
sql-algorithm: 0
sql-query: 0
