Idle Energy:
kernel_processes: 10416.115999999922
system_processes: 38332.88800000005
policy: 231.65999999999377
vu: 630.7720000000022
sidecar: 2444.5000000000045
uva: 594.9279999999987
policy-enforcer: 231.72400000000104
rabbitmq: 484.01999999999754
orchestrator: 124.23999999999947
surf: 589.9240000000026
api-gateway: 71.9400000000002
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 9840.263999999985
system_processes: 42158.076000000314
policy: 191.39600000000013
vu: 604.1039999999997
sidecar: 2184.8766216999975
uva: 566.6080000000032
policy-enforcer: 185.60000000000224
rabbitmq: 528.7520000000013
orchestrator: 145.52399999999986
surf: 318.6079999999989
api-gateway: 134.07200000000003
sql-algorithm: 89.49187239999999
sql-query: 99.68067519999998
