Idle Energy:
kernel_processes: 10465.767999999933
system_processes: 38980.84399999946
policy: 224.2199999999926
policy-enforcer: 204.98400000000066
rabbitmq: 560.3840000000009
sidecar: 2242.4919999999993
surf: 587.7359999999981
vu: 635.4400000000002
uva: 607.3480000000002
api-gateway: 115.45999999999985
orchestrator: 115.68799999999986
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 9953.579999999889
system_processes: 42438.472000000715
policy: 189.42799999999153
policy-enforcer: 183.07600000000065
rabbitmq: 529.3880000000001
sidecar: 2101.4900165999998
surf: 326.61199999999815
vu: 609.3639999999999
uva: 587.891999999999
api-gateway: 118.04800000000021
orchestrator: 137.30000000000038
sql-query: 68.6173905
sql-algorithm: 56.25208940000001
