Idle Energy:
kernel_processes: 10505.78399999979
system_processes: 38602.53200000018
policy: 224.02000000000587
rabbitmq: 487.072000000006
policy-enforcer: 223.7519999999986
orchestrator: 174.0799999999993
sidecar: 2563.7680000000087
vu: 623.3119999999991
uva: 650.900000000005
api-gateway: 134.74399999999864
surf: 621.9240000000018
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9521.176000000094
system_processes: 44633.21599999971
policy: 186.97999999999098
rabbitmq: 523.5119999999963
policy-enforcer: 181.86800000000179
orchestrator: 155.64799999999957
sidecar: 2106.772926200006
vu: 394.87200000000263
uva: 556.7080000000002
api-gateway: 101.344000000001
surf: 394.4680000000047
sql-query: 39.4065236
sql-algorithm: 121.26109200000002
