run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.019557,200,6.23489
1,200,0.023137,200,6.151319
2,200,0.024459,200,6.197633
3,200,0.022321,200,6.155677
4,200,0.019143,200,6.186246
5,200,0.020626,200,6.158496
6,200,0.020247,200,6.152035
