run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.033204,200,9.650266
1,200,0.025163,200,7.785549
2,200,0.026335,200,7.780935
3,200,0.027014,200,7.812214
4,200,0.032316,200,7.809038
5,200,0.020072,200,7.723172
6,200,0.022674,200,7.749016
