run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.022232,200,6.267665
1,200,0.019958,200,6.171005
2,200,0.023104,200,6.120436
3,200,0.022694,200,6.093401
4,200,0.018864,200,6.081437
5,200,0.023879,200,6.10802
6,200,0.019912,200,6.166141
