Idle Energy:
kernel_processes: 10472.1080000002
system_processes: 39131.10800000002
policy: 235.75199999998975
rabbitmq: 562.2959999999997
policy-enforcer: 235.76799999999946
orchestrator: 145.93599999999907
sidecar: 2419.8559999999993
vu: 622.7799999999992
uva: 577.1680000000003
api-gateway: 92.27200000000099
surf: 667.5479999999959
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9439.955999999695
system_processes: 44486.032000000916
policy: 182.67599999997887
rabbitmq: 504.34799999999854
policy-enforcer: 171.16800000000129
orchestrator: 129.92400000000043
sidecar: 1931.2031600000007
vu: 370.54000000000116
uva: 527.0720000000014
api-gateway: 119.89199999999968
surf: 376.5719999999969
sql-query: 113.5764314
sql-algorithm: 45.12043260000001
