run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.031642,200,13.984249
1,200,0.025099,200,7.54824
2,200,0.023721,200,7.150423
3,200,0.019553,200,6.918136
4,200,0.02247,200,7.78738
5,200,0.025194,200,7.868674
6,200,0.026917,200,8.946223
