Idle Energy:
kernel_processes: 10436.287999999942
system_processes: 38948.920000000064
policy: 235.6119999999972
policy-enforcer: 200.22399999999982
rabbitmq: 555.836
sidecar: 2321.1
surf: 585.2040000000001
vu: 657.1999999999996
uva: 587.4080000000006
api-gateway: 220.05599999999987
orchestrator: 116.53600000000006
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 9854.111999999945
system_processes: 42039.736000000004
policy: 199.51599999999874
policy-enforcer: 193.06000000000006
rabbitmq: 556.7599999999999
sidecar: 2116.4915076
surf: 309.8360000000006
vu: 613.5519999999996
uva: 537.9200000000005
api-gateway: 185.78400000000005
orchestrator: 137.4159999999999
sql-algorithm: 108.5716056
sql-query: 127.5048444
