run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.024194,200,5.068572
1,200,0.028095,200,4.928045
2,200,0.022124,200,5.072493
3,200,0.024458,200,4.981786
4,200,0.021631,200,5.044659
5,200,0.021739,200,5.037281
6,200,0.023673,200,9.959212
