Idle Energy:
kernel_processes: 10481.66399999995
system_processes: 38055.84400000014
policy: 234.70799999999002
sidecar: 2294.5400000000022
uva: 611.1519999999927
rabbitmq: 558.9279999999932
surf: 575.8200000000015
vu: 648.0640000000014
api-gateway: 127.87199999999886
orchestrator: 127.94800000000373
policy-enforcer: 199.35999999999876
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 10498.244000000219
system_processes: 38710.247999997504
policy: 229.180000000009
sidecar: 2318.696
uva: 628.1679999999903
rabbitmq: 539.9360000000064
surf: 576.6240000000039
vu: 668.688000000009
api-gateway: 113.53199999999892
orchestrator: 146.88000000000096
policy-enforcer: 155.7160000000006
sql-algorithm: 0
sql-query: 0
