Idle Energy:
kernel_processes: 10480.152000000136
system_processes: 39251.40799999921
policy: 224.68800000001286
vu: 608.1119999999976
sidecar: 2457.6120000000046
uva: 578.3680000000012
policy-enforcer: 224.5319999999983
rabbitmq: 586.172000000002
orchestrator: 169.41199999999932
surf: 672.9480000000011
api-gateway: 145.92800000000017
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9867.296000000224
system_processes: 42227.467999998866
policy: 195.59999999999425
vu: 611.8600000000004
sidecar: 2072.5377821000034
uva: 575.9999999999973
policy-enforcer: 179.35600000000005
rabbitmq: 573.5320000000013
orchestrator: 130.368
surf: 338.3519999999987
api-gateway: 118.93199999999989
sql-query: 26.110250999999998
sql-algorithm: 24.018648299999995
