Idle Energy:
kernel_processes: 10593.611999999732
system_processes: 38306.1800000009
policy: 228.5560000000211
sidecar: 2562.684000000048
uva: 643.9960000000195
rabbitmq: 542.1640000000085
surf: 636.6480000000307
vu: 695.184000000013
api-gateway: 100.33199999999968
orchestrator: 100.35599999999968
policy-enforcer: 181.17599999999703
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 10447.791999999821
system_processes: 38751.66399999927
policy: 221.2680000000056
sidecar: 2479.6000000000204
uva: 572.9640000000052
rabbitmq: 519.132000000025
surf: 590.0480000000038
vu: 711.9640000000161
api-gateway: 162.75999999999465
orchestrator: 184.62799999999586
policy-enforcer: 198.77599999999867
sql-algorithm: 0
sql-query: 0
