Idle Energy:
kernel_processes: 10445.575999999981
system_processes: 38324.30799999974
policy: 237.42000000000107
policy-enforcer: 205.93199999999993
rabbitmq: 533.0199999999993
sidecar: 2227.5959999999995
surf: 584.592
vu: 635.9280000000006
uva: 591.0919999999992
api-gateway: 203.38800000000003
orchestrator: 97.67199999999985
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9862.368000000066
system_processes: 41517.55200000016
policy: 199.1640000000049
policy-enforcer: 191.98800000000037
rabbitmq: 518.5719999999995
sidecar: 2041.4487949999989
surf: 316.5639999999995
vu: 599.028
uva: 550.0880000000001
api-gateway: 187.20399999999995
orchestrator: 151.28799999999995
sql-query: 103.31267
sql-algorithm: 88.693917
