run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.022541,200,6.262902
1,200,0.01946,200,6.155228
2,200,0.023241,200,6.293897
3,200,0.019516,200,6.146534
4,200,0.02192,200,10.298629
5,200,0.023412,200,6.246773
6,200,0.024898,200,6.380711
