run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.023536,200,4.986839
1,200,0.023423,200,4.975448
2,200,0.023188,200,5.067145
3,200,0.021438,200,5.052966
4,200,0.024302,200,5.098378
5,200,0.022579,200,5.057502
6,200,0.020946,200,5.159342
