Idle Energy:
kernel_processes: 10431.231999999995
system_processes: 38143.839999999975
policy: 225.912
sidecar: 2321.276
rabbitmq: 577.9080000000001
orchestrator: 139.3480000000001
policy-enforcer: 180.91200000000006
surf: 623.588
vu: 628.8599999999997
api-gateway: 174.09200000000007
uva: 627.5599999999997
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9794.676000000009
system_processes: 40788.26800000004
policy: 189.10800000000003
sidecar: 2108.69493955
rabbitmq: 565.9080000000004
orchestrator: 135.95999999999995
policy-enforcer: 160.76800000000006
surf: 480.1919999999996
vu: 453.80799999999994
api-gateway: 148.212
uva: 612.3480000000001
sql-query: 73.524
sql-algorithm: 54.43402290000001
