run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.026939,200,7.752369
1,200,0.023828,200,7.842161
2,200,0.027923,200,7.90826
3,200,0.025737,200,7.78759
4,200,0.023762,200,7.969989
5,200,0.022736,200,11.881137
6,200,0.02334,200,7.885444
