run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.02272,200,6.136777
1,200,0.025419,200,5.143803
2,200,0.023269,200,5.09691
3,200,0.023904,200,5.307795
4,200,0.025056,200,5.143403
5,200,0.023549,200,4.922256
6,200,0.022722,200,5.107084
