run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.021955,400,6.02801
1,200,0.020047,400,6.028787
2,200,0.018081,400,6.028633
3,200,0.019501,400,6.03251
4,200,0.020962,400,6.026951
5,200,0.018102,400,6.02489
6,200,0.020064,400,6.028685
