Idle Energy:
policy: 230.515999999999
system_processes: 40709.597960601306
policy-enforcer: 212.696000000004
orchestrator: 146.1039999999963
sidecar: 2941.701814739508
rabbitmq: 541.7879999999993
surf: 536.9341021965985
uva: 624.8159999999849
vu: 603.583999999999
api-gateway: 124.75599999999682
sql-algorithm: 286.4424519182694
sql-query: 535.9141361954602

Active Energy:
policy: 233.06400000000144
system_processes: 40544.97599999948
policy-enforcer: 223.8320000000018
orchestrator: 194.84800000000158
sidecar: 3007.7159999999953
rabbitmq: 522.1920000000138
surf: 532.6240000000045
uva: 649.4879999999881
vu: 637.5160000000047
api-gateway: 138.52400000000134
sql-algorithm: 273.41599999999994
sql-query: 531.5240000000001
