Idle Energy:
kernel_processes: 10457.107999999813
system_processes: 38296.668000000085
policy: 239.2240000000034
rabbitmq: 490.66000000000014
policy-enforcer: 192.5600000000001
orchestrator: 141.14799999999997
sidecar: 2253.896
surf: 617.2
vu: 650.1080000000001
uva: 572.2839999999999
api-gateway: 169.328
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9545.49199999995
system_processes: 42975.5039999988
policy: 185.01599999999826
rabbitmq: 520.4399999999996
policy-enforcer: 179.16799999999984
orchestrator: 143.0519999999999
sidecar: 1825.2978536000003
vu: 363.0600000000004
uva: 527.656
api-gateway: 155.308
sql-algorithm: 136.5968334
sql-query: 0
surf: 312.03515999999996
