run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.020864,200,6.32272
1,200,0.018034,200,0.010438
2,200,0.017965,200,0.009834
3,200,0.019236,200,0.008469
4,200,0.019411,200,0.011118
5,200,0.018222,200,0.013819
6,200,0.018581,200,0.007898
