run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.030862,200,1.018589
1,200,0.023138,200,0.012562
2,200,0.028335,200,1.01857
3,200,0.024236,200,1.018357
4,200,0.025578,200,0.012435
5,200,0.025721,200,0.012492
6,200,0.021457,200,1.01682
