Idle Energy:
kernel_processes: 10585.091999999906
system_processes: 39173.48400000009
policy: 237.89200000001676
vu: 732.072
sidecar: 2389.375999999999
uva: 572.7759999999997
policy-enforcer: 214.87600000000003
rabbitmq: 555.5400000000005
orchestrator: 151.40800000000002
surf: 625.0840000000002
api-gateway: 158.25599999999991
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9923.231999999862
system_processes: 42362.22800000085
policy: 200.25200000000572
vu: 662.1560000000004
sidecar: 2126.464286099999
uva: 572.4360000000003
policy-enforcer: 189.93599999999992
rabbitmq: 503.4199999999988
orchestrator: 160.93999999999988
surf: 312.5879999999995
api-gateway: 165.78400000000005
sql-algorithm: 0
sql-query: 0
