Idle Energy:
kernel_processes: 10481.199999999799
system_processes: 38674.36399999975
policy: 227.0680000000118
sidecar: 2509.5160000000587
rabbitmq: 556.0080000000168
orchestrator: 192.79599999999954
policy-enforcer: 192.77599999999953
surf: 594.6800000000248
vu: 606.7760000000272
api-gateway: 135.3600000000054
uva: 724.1480000000001
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 9736.30799999994
system_processes: 42663.26000000034
policy: 194.83200000000448
sidecar: 2061.7848703999107
rabbitmq: 528.831999999976
orchestrator: 156.02799999999866
policy-enforcer: 181.58399999999983
surf: 454.11599999997753
vu: 381.832000000005
api-gateway: 116.49200000000458
uva: 678.9680000000322
sql-query: 24.010063999999996
sql-algorithm: 22.241993599999997
