Idle Energy:
kernel_processes: 10456.512000000035
system_processes: 38186.00799999979
policy: 235.55200000000303
policy-enforcer: 212.46800000000013
rabbitmq: 496.53200000000044
sidecar: 2289.271999999999
surf: 591.724
vu: 634.9759999999994
uva: 570.9560000000001
api-gateway: 235.43599999999998
orchestrator: 171.96399999999977
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 9857.104000000088
system_processes: 42121.86799999961
policy: 197.468000000002
policy-enforcer: 187.41199999999986
rabbitmq: 487.68399999999997
sidecar: 2068.0983259999994
surf: 301.5480000000001
vu: 606.6079999999995
uva: 555.2759999999998
api-gateway: 183.48400000000007
orchestrator: 144.2880000000002
sql-algorithm: 32.24887880000001
sql-query: 34.88864960000001
